ID,Rank,Team,W,L,Pyth,AdjO,AdjD,AdjT,Luck,PP0,PP1,PP2,PP3
2437,178,Nebraska Omaha,16,14,0.458,103.7,105.2,74.2,-0.067,0.409202522,0.247276137,0.252705354,0.090815987
98,179,Western Kentucky,20,12,0.4551,100.7,102.3,66.2,0.113,0.431319159,0.229418921,0.230345866,0.108916054
526,180,Florida Gulf Coast,22,12,0.4545,100.2,101.8,68.3,0.024,0.416851038,0.201365954,0.298842466,0.082940541
2142,181,Colgate,13,18,0.4504,107.8,109.7,64,-0.149,0.43646283,0.166073847,0.26581942,0.131643903
295,182,Old Dominion,16,17,0.4489,99.4,101.1,63.9,0.011,0.449086101,0.201736526,0.269606122,0.079571251
2754,183,Youngstown St.,15,17,0.4485,107,108.9,67.7,-0.053,0.383402043,0.241978849,0.263039971,0.111579136
2747,184,Wofford,20,12,0.4482,100.9,102.8,62,0.024,0.418232017,0.192279249,0.29334911,0.096139624
2351,185,Loyola Marymount,13,19,0.4471,104.1,106,69.7,0.047,0.3926662,0.234752743,0.309891405,0.062689653
2523,186,Robert Morris,21,13,0.447,103.7,105.7,65.3,0.099,0.404065597,0.226455073,0.260886839,0.108592491
265,187,Washington St.,10,21,0.4469,101.2,103.1,62.1,-0.043,0.467169273,0.199684173,0.213947328,0.119199226
2413,188,Morehead St.,20,13,0.4457,102.2,104.2,69.1,0.046,0.360902651,0.286288667,0.277026387,0.075782294
198,189,Oral Roberts,17,16,0.4396,107.4,109.7,64.4,-0.058,0.369944657,0.247603926,0.310195253,0.072256164
116,190,Mount St. Mary's,16,16,0.4391,108.3,110.7,70.1,0.04,0.40789036,0.2279733,0.238174439,0.125961901
259,191,Virginia Tech,9,22,0.4343,98.1,100.4,63.6,-0.081,0.462817697,0.203326012,0.225917791,0.1079385
2473,192,Oakland,13,20,0.4326,109,111.6,69.1,0.025,0.412459756,0.231547225,0.235016098,0.120976921
2309,193,Kent St.,16,16,0.431,102.9,105.4,66.6,-0.022,0.427507563,0.215964626,0.248545497,0.107982313
2174,194,Detroit,13,19,0.4309,100.6,103,67.8,-0.049,0.410623223,0.238277901,0.264903651,0.086195225
2534,195,Sam Houston St.,23,10,0.4308,105.4,108,65.4,0.093,0.359613016,0.273373792,0.263166654,0.103846538
2181,196,Drake,15,16,0.4261,103.9,106.6,64.6,0.024,0.418505302,0.2196311,0.241744987,0.120118611
58,197,South Florida,12,20,0.425,101.6,104.3,65.5,0.017,0.41647344,0.233503839,0.304813395,0.045209326
3084,198,Utah Valley,20,11,0.4238,102.6,105.4,62.3,0.13,0.399366026,0.243991766,0.254600104,0.102042105
2803,199,Bryant,18,14,0.4179,104.8,107.9,66.9,0.03,0.403583511,0.214144958,0.29069039,0.091581142
2210,200,Elon,18,14,0.415,103.9,107.1,66.2,0.034,0.406449549,0.211101084,0.265475606,0.116973761
2230,201,Fordham,10,21,0.415,107.8,111,68.8,-0.036,0.424667386,0.220853487,0.252403986,0.102075141
2582,202,Southern,19,13,0.4146,96.5,99.4,67.4,-0.035,0.42619053,0.201082403,0.287584067,0.085142999
2597,203,St. Francis NY,18,14,0.4125,98.7,101.8,66.8,0.007,0.478556198,0.176708673,0.232377013,0.112358116
111,204,Northeastern,11,21,0.4107,100.4,103.6,65.2,-0.047,0.421781615,0.230054075,0.274167536,0.073996774
2368,205,Marist,12,19,0.4068,102,105.4,66.4,-0.021,0.429313193,0.236016049,0.239792306,0.094878452
232,206,College of Charleston,14,18,0.4053,96.9,100.2,62.3,-0.068,0.45553944,0.192891765,0.24793286,0.103635935
2459,207,Northern Illinois,15,17,0.4015,93.3,96.6,63.2,0.019,0.419483292,0.271067719,0.243721064,0.065727925
339,208,Evansville,14,19,0.3953,102.3,106.1,67.2,0.007,0.380268957,0.269408973,0.285229969,0.065092101
71,209,Bradley,12,20,0.3924,99.8,103.7,64.3,-0.05,0.432357111,0.215127365,0.277220946,0.075294578
250,210,UT Arlington,15,17,0.3886,105.2,109.4,69.9,0.058,0.403713181,0.241302336,0.242173463,0.11281102
149,211,Montana,17,13,0.3859,106.8,111.2,61.2,0.002,0.362672731,0.263336392,0.255888494,0.118102382
322,212,Lafayette,11,20,0.3835,110.4,115,66.4,-0.061,0.416884685,0.203763333,0.268665728,0.110686255
193,213,Miami OH,13,18,0.3819,98.2,102.4,66.9,0.076,0.447540239,0.20711262,0.2755124,0.06983474
2463,214,Cal St. Northridge,17,18,0.381,106.2,110.8,69.4,0.029,0.331668907,0.309300233,0.299192383,0.059838477
2520,215,Rider,14,17,0.3797,105.5,110.1,66.9,0.041,0.388216642,0.265323728,0.235946935,0.110512695
344,216,Mississippi St.,14,19,0.379,99.5,103.8,68.4,0.032,0.430838031,0.224148729,0.277329114,0.067684126
357,217,Texas A&M Corpus Chris,17,15,0.3749,103.9,108.6,62.3,-0.002,0.443015564,0.205280346,0.262701422,0.089002668
189,218,Bowling Green,12,20,0.3741,92,96.2,66.7,-0.028,0.474083439,0.184346627,0.286403862,0.055166073
2678,219,VMI,19,12,0.3699,105.9,110.9,74.5,0.042,0.386254174,0.213458718,0.283363327,0.116923781
2261,220,Hampton,18,12,0.3694,95.8,100.4,72.2,0.013,0.409954751,0.260633484,0.254751131,0.074660633
2229,221,FIU,15,16,0.3688,100.9,105.8,67.1,0.053,0.41546483,0.223864533,0.287962498,0.072708139
2031,222,Arkansas Little Rock,15,17,0.3685,100.6,105.4,68,0.06,0.405804492,0.246546793,0.27492628,0.072722435
2458,223,Northern Colorado,18,13,0.3685,108.2,113.3,64.1,-0.011,0.371048953,0.213774077,0.324619895,0.090557074
2427,224,UNC Asheville,17,15,0.3685,106.7,111.9,71.4,0.026,0.369051698,0.261310754,0.271038058,0.098599489
2415,225,Morgan St.,15,16,0.3672,99.7,104.6,69.2,0.004,0.419028525,0.216440354,0.300738176,0.063792946
331,226,Eastern Washington,15,16,0.3655,105.5,110.6,70.8,-0.028,0.401153403,0.223760092,0.25928489,0.115801615
2934,227,Cal St. Bakersfield,13,19,0.3616,100.4,105.5,65.4,-0.089,0.424962801,0.215580368,0.255884524,0.103572307
42,228,Hartford,17,16,0.3603,101.8,107,63.5,0.028,0.44870628,0.205671328,0.220328365,0.125294027
249,229,North Texas,16,16,0.3573,99,104.2,68.7,0.047,0.424648723,0.232003638,0.273702188,0.069645451
349,230,Army,15,16,0.3571,104.6,110.1,68.8,0.016,0.432933991,0.190744656,0.265445149,0.110876204
2628,231,TCU,9,22,0.3568,97.9,103,65.8,0.007,0.431348547,0.251602817,0.246270194,0.070778442
324,232,Coastal Carolina,21,12,0.3552,97.3,102.5,67.2,0.042,0.412580142,0.22353145,0.275948709,0.087939698
151,233,East Carolina,17,16,0.3548,105.4,111,65,0.008,0.387280602,0.253020287,0.229769774,0.129929337
2737,234,Winthrop,20,13,0.3519,103,108.7,65.6,0.061,0.406765686,0.232192526,0.241427456,0.119614332
2717,235,Western Carolina,19,15,0.351,103.6,109.3,67.4,0.027,0.40139872,0.229577195,0.263588632,0.105435453
2253,236,Grand Canyon,15,14,0.3481,105.7,111.6,67.3,0.062,0.366502089,0.304342322,0.230408913,0.098746677
2640,237,Texas Southern,19,14,0.3474,106.2,112.1,67.4,-0.001,0.359019112,0.277511127,0.270529715,0.092940047
2546,238,Southeast Missouri St.,18,14,0.3473,107.1,113.1,70.5,-0.012,0.368558494,0.220041311,0.318075281,0.093324914
2612,239,Saint Peter's,14,17,0.347,97.8,103.3,62,0.058,0.426759606,0.241576285,0.249628828,0.08203528
159,240,Dartmouth,12,16,0.3446,103,108.9,64.5,-0.079,0.417553228,0.211948967,0.274707882,0.095789923
2547,241,Seattle,13,17,0.3401,99.6,105.5,67.2,-0.066,0.445157114,0.190382563,0.257999544,0.106460779
2127,242,Charleston Southern,13,18,0.3371,104.7,111.1,67.3,-0.181,0.372718794,0.231661121,0.256531301,0.139088784
70,243,Idaho,16,18,0.3353,105.4,111.9,67.4,0.077,0.384736051,0.252293078,0.268851173,0.094119698
2226,244,Florida Atlantic,10,22,0.3333,101,107.3,64.8,-0.086,0.442827542,0.199298145,0.257267076,0.100607237
155,245,North Dakota,17,16,0.3317,104.6,111.2,69.4,0.066,0.379604154,0.238750333,0.29599716,0.085648354
2193,246,East Tennessee St.,18,15,0.3315,102.7,109.1,70.4,0.027,0.400442093,0.248366987,0.278171026,0.073019894
2653,247,Troy,11,20,0.3315,102.1,108.6,65.1,-0.086,0.421455212,0.242746065,0.229091599,0.106707124
2272,248,High Point,16,14,0.3267,104.8,111.6,64,0.072,0.406129053,0.199479728,0.305564368,0.088826851
2350,249,Loyola Chicago,10,22,0.3266,101.9,108.5,64.1,-0.073,0.431445441,0.207012173,0.26872707,0.092815317
2916,250,Incarnate Word,21,6,0.3242,102.7,109.4,69.6,0.015,0.373763094,0.237485976,0.286394978,0.102355952
2241,251,Gardner Webb,18,15,0.3231,99,105.6,66.7,0.005,0.385714129,0.24273493,0.294874744,0.076676196
304,252,Idaho St.,11,18,0.3212,103.7,110.7,64.5,-0.092,0.36924682,0.264134497,0.278926029,0.087692653
2329,253,Lehigh,14,18,0.3204,97.5,104.1,66.2,0.042,0.454200173,0.190373479,0.262115209,0.093311139
2239,254,Cal St. Fullerton,11,20,0.3197,100.4,107.2,67.2,-0.022,0.439898251,0.207818387,0.260612896,0.091670466
276,255,Marshall,11,22,0.3195,98.6,105.3,68.2,-0.11,0.422206005,0.218497135,0.272584834,0.086712026
2464,256,Northern Arizona,15,17,0.319,100.2,107.1,63.7,0.003,0.417537195,0.203569776,0.296101493,0.082791536
233,257,South Dakota,12,18,0.3179,101.6,108.6,67.1,0.023,0.414813162,0.23159513,0.258870788,0.09472092
2450,258,Norfolk St.,19,14,0.3072,102.1,109.6,64.2,0.054,0.385450028,0.228860598,0.303627805,0.082061569
2515,259,Radford,21,12,0.3032,105.8,113.7,67.9,0.069,0.359824369,0.238419319,0.313501647,0.088254665
2005,260,Air Force,12,18,0.2998,98.1,105.6,65.4,0.055,0.451271936,0.205330501,0.23415769,0.109239873
288,261,Lipscomb,15,15,0.2981,103.2,111.2,70.1,0.086,0.406337372,0.254892824,0.210624418,0.128145387
2502,262,Portland St.,17,14,0.2972,102.5,110.4,66.4,0.058,0.383070474,0.241678779,0.283960553,0.091290195
2454,263,North Florida,16,16,0.2968,102.6,110.6,68.7,0.089,0.416091129,0.230065477,0.252040542,0.101802852
6,264,South Alabama,11,20,0.2958,99.9,107.7,66.3,-0.047,0.43865334,0.220631158,0.225872935,0.114842568
16,265,Sacramento St.,14,16,0.2921,103.7,112,64.4,-0.008,0.402528363,0.216272285,0.286288493,0.094910859
82,266,Illinois Chicago,6,25,0.2915,100.3,108.4,66.4,-0.113,0.425175843,0.228474412,0.262915353,0.083434392
256,267,James Madison,11,20,0.2889,98.1,106.1,65.4,0.048,0.420441782,0.256583053,0.247597654,0.075377512
2635,268,Tennessee Tech,17,16,0.2875,100,108.2,68.2,0.091,0.352912255,0.255669213,0.300759093,0.090659439
219,269,Penn,8,20,0.2872,98.4,106.4,69.6,-0.013,0.394150742,0.240386851,0.272934393,0.092528014
2275,270,Hofstra,10,23,0.2868,104.6,113.3,65.7,-0.037,0.406353546,0.246078272,0.24144403,0.106124151
2433,271,Louisiana Monroe,10,17,0.2852,96.7,104.8,63.2,-0.012,0.468638967,0.183307954,0.26800087,0.080052208
236,272,Chattanooga,18,14,0.2816,101.1,109.7,68.4,0.073,0.378636489,0.26364891,0.26674027,0.090974331
140,273,UMKC,10,20,0.2802,99,107.5,69.9,0.017,0.446558445,0.21411532,0.261593065,0.07773317
2217,274,Fairfield,7,25,0.2779,96.1,104.5,66.5,-0.019,0.483364859,0.193099927,0.22141506,0.102120154
315,275,Niagara,7,26,0.2764,100.8,109.6,72,-0.025,0.392579386,0.264773088,0.274609859,0.068037667
2405,276,Monmouth,11,21,0.2727,95.7,104.3,68.1,-0.033,0.44241428,0.212815586,0.266130555,0.07863958
27,277,UC Riverside,10,21,0.2674,98.6,107.7,67.6,-0.049,0.420140636,0.233534966,0.281739578,0.06458482
2542,278,Savannah St.,13,19,0.2634,91.5,100.1,64.7,-0.038,0.470819331,0.201164387,0.253703791,0.074312491
326,279,Texas St.,8,23,0.2596,94.1,103.1,63.1,-0.114,0.46326719,0.184138306,0.279242706,0.073351798
2710,280,Western Illinois,10,20,0.2573,94.2,103.3,62.4,-0.068,0.454942727,0.191749983,0.278090446,0.075216844
350,281,UNC Wilmington,9,23,0.2571,95.2,104.4,64,-0.043,0.459600636,0.188522449,0.285870314,0.066006601
161,282,Fairleigh Dickinson,10,21,0.2531,101.9,112,66.9,-0.017,0.432992763,0.213164201,0.246068742,0.107774294
2655,283,Tulane,17,16,0.2439,99.8,110.1,63.1,0.159,0.410087222,0.268228949,0.226705962,0.094977866
2130,284,Chicago St.,13,19,0.2408,97.3,107.6,69.5,0.069,0.457069728,0.194125273,0.251299155,0.097505845
2117,285,Central Michigan,10,21,0.2297,106.2,118,65.3,0.004,0.407924006,0.223651777,0.248662298,0.119761919
2634,286,Tennessee St.,5,25,0.2276,101.8,113.2,65.1,-0.05,0.385872791,0.241541482,0.291310899,0.081274828
2565,287,SIU Edwardsville,11,20,0.2271,100.2,111.5,67.4,-0.005,0.426215227,0.19931471,0.270863581,0.103606481
2011,288,Alabama St.,19,12,0.2217,98.2,109.5,67.6,0.094,0.400695021,0.24289648,0.268388586,0.088019913
2335,289,Liberty,11,21,0.2193,100.7,112.5,64.8,-0.13,0.402131159,0.208825002,0.303225345,0.085818494
2046,290,Austin Peay,12,18,0.2185,99.7,111.4,70.6,0.012,0.390918652,0.244638529,0.29219443,0.072248388
290,291,Georgia Southern,15,19,0.218,97.7,109.2,66.4,-0.04,0.426150462,0.209775813,0.259185818,0.104887906
2154,292,Coppin St.,12,20,0.2149,99.7,111.6,68.2,0.007,0.423294554,0.249875515,0.220451768,0.106378163
2352,293,Loyola MD,11,19,0.213,96.9,108.6,66.1,0.063,0.431741171,0.226901935,0.268567556,0.072789338
2447,294,Nicholls St.,14,15,0.2117,98,109.9,65.3,0.109,0.435035503,0.201332803,0.272210167,0.091421528
292,295,Texas Pan American,9,23,0.2101,93.7,105.1,66,-0.033,0.454545455,0.199679414,0.274788184,0.070986948
2197,296,Eastern Illinois,11,19,0.2063,99,111.3,65.9,0.029,0.411175144,0.236532197,0.276121273,0.076171386
2010,297,Alabama A&M,14,16,0.2055,92.6,104.1,65.8,0.024,0.400695021,0.24289648,0.268388586,0.088019913
2426,298,Navy,9,21,0.2019,94.1,106,63.4,-0.028,0.497833458,0.156567045,0.240348741,0.105250756
2115,299,Central Connecticut,11,19,0.2018,97.7,110.1,70.2,0.071,0.458104061,0.179238931,0.284181932,0.078475076
2529,300,Sacred Heart,5,26,0.2006,98.9,111.5,67.9,-0.093,0.437591007,0.209214282,0.261401363,0.091793348
294,301,Jacksonville,12,18,0.2002,103,116.2,69.5,0.027,0.39627775,0.249088201,0.266444629,0.08818942
50,302,Florida A&M,14,18,0.1998,95,107.2,71.8,0.05,0.371913082,0.242528612,0.277927265,0.107631041
147,303,Montana St.,14,17,0.1992,95.4,107.7,65.6,0.056,0.421362817,0.220154888,0.268374653,0.090107642
23,304,San Jose St.,7,24,0.1964,92.9,105.1,66.3,-0.005,0.491775494,0.200460914,0.178512639,0.129250954
2296,305,Jackson St.,11,20,0.1955,93.8,106,67,-0.043,0.432873628,0.233605404,0.276761422,0.056759546
2050,306,Ball St.,5,25,0.1892,96.3,109.3,67.7,-0.022,0.452463304,0.229280991,0.222436783,0.095818922
2545,307,Southeastern Louisiana,12,18,0.189,98.6,111.9,64.9,0.002,0.424485267,0.223400321,0.251510295,0.100604118
2636,308,UTSA,8,22,0.1861,100.6,114.4,68.4,0,0.401002384,0.280764926,0.230159116,0.088073573
2377,309,McNeese St.,11,20,0.185,98.3,111.8,67.7,0.041,0.452474661,0.208979137,0.244273391,0.094272811
2598,310,St. Francis PA,10,21,0.1849,96.6,109.9,62.9,0.038,0.478556198,0.176708673,0.232377013,0.112358116
2885,311,NJIT,13,16,0.1819,96,109.4,69.3,0.055,0.424093492,0.215407851,0.253537517,0.10696114
55,312,Jacksonville St.,10,21,0.1811,97,110.6,62.9,-0.016,0.416619273,0.237093207,0.257819905,0.088467615
2443,313,New Orleans,11,15,0.1781,96.9,110.7,71.5,0.065,0.409269191,0.262547026,0.255609808,0.072573975
242,314,Rice,7,23,0.1778,93.9,107.3,64,-0.008,0.508743759,0.171613518,0.200717565,0.118925157
94,315,Northern Kentucky,9,21,0.176,102,116.6,63.4,-0.044,0.323087936,0.301993155,0.298861374,0.076057535
2535,316,Samford,13,20,0.1748,100.7,115.2,67.2,0.01,0.412761404,0.208677041,0.306773086,0.071788469
2430,317,UNC Greensboro,14,18,0.1744,95.1,108.9,70.6,0.054,0.433432731,0.212243466,0.281091037,0.073232766
302,318,UC Davis,9,22,0.174,101.5,116.2,66.6,0.035,0.441173347,0.207200085,0.235990985,0.115635583
2504,319,Prairie View A&M,11,23,0.173,96.4,110.4,67.3,0.004,0.45018607,0.212710819,0.244638174,0.092464937
2630,320,Tennessee Martin,8,23,0.1676,103.1,118.5,69.5,-0.065,0.414400145,0.22718016,0.259763769,0.098655926
2016,321,Alcorn St.,12,19,0.1671,94.4,108.6,63.8,-0.014,0.435629546,0.226041107,0.271932822,0.066396524
2341,322,LIU Brooklyn,9,20,0.1632,102.2,117.8,68.1,0.076,0.421306445,0.224462955,0.245005323,0.109225277
2169,323,Delaware St.,9,21,0.1585,97.4,112.6,60,-0.063,0.446295104,0.214987543,0.256977298,0.081740055
2029,324,Arkansas Pine Bluff,13,18,0.1577,92.2,106.7,66.8,0.089,0.472962499,0.212722828,0.222261969,0.092052704
2349,325,UMass Lowell,10,18,0.1491,95.1,110.6,64.8,0.063,0.473944863,0.212403015,0.20800088,0.105651241
2378,326,UMBC,9,21,0.1428,92.6,108.2,68.7,-0.003,0.465476727,0.216942394,0.235456077,0.082124801
2110,327,Central Arkansas,8,21,0.1378,95.8,112.4,72.3,-0.01,0.454089728,0.183963023,0.274104905,0.087842344
85,328,IUPUI,6,26,0.132,96.7,113.9,66,-0.037,0.439289332,0.196528158,0.298983595,0.065198915
160,329,New Hampshire,6,24,0.1314,89.3,105.3,62.7,-0.086,0.506341412,0.186960061,0.195887929,0.110810598
2097,330,Campbell,12,20,0.1236,97.9,116,63.8,0.058,0.461430711,0.166159494,0.23812974,0.134280056
2026,331,Appalachian St.,9,21,0.1187,91.5,108.9,66.2,-0.034,0.426904472,0.219095799,0.279654863,0.074344867
47,332,Howard,8,25,0.1169,87.8,104.6,67.8,-0.027,0.461997435,0.252941504,0.206992695,0.078068366
2066,333,Binghamton,7,23,0.1146,92.2,110.1,65.9,-0.018,0.465517889,0.23843813,0.20487646,0.09116752
2379,334,Maryland Eastern Shore,6,24,0.1118,100,119.7,67,-0.036,0.415744317,0.256616294,0.236916457,0.090722932
56,335,Stetson,7,24,0.1071,94.4,113.5,63.6,0.032,0.462260608,0.195769183,0.262360746,0.079609463
2065,336,Bethune Cookman,7,25,0.1062,96.7,116.4,62.6,-0.062,0.448714033,0.216018083,0.228725029,0.106542855
311,337,Maine,6,23,0.1048,95.5,115.1,74.7,0.01,0.465880195,0.181600734,0.267988807,0.084530265
338,338,Kennesaw St.,6,25,0.1032,92.5,111.6,68,0.003,0.474155397,0.192244263,0.243132451,0.090467889
2320,339,Lamar,4,26,0.1026,93.1,112.5,68.3,-0.034,0.426111218,0.231864537,0.295362709,0.046661536
231,340,Furman,9,21,0.1024,94.9,114.6,65.6,-0.002,0.438229234,0.217932673,0.260912435,0.082925658
2448,341,North Carolina A&T,9,23,0.1019,93.4,112.8,67,0.035,0.389723426,0.210146632,0.332022717,0.068107224
172,342,Cornell,2,26,0.1002,100.2,121.3,65.5,-0.048,0.485319984,0.161818428,0.248951427,0.103910161
2277,343,Houston Baptist,6,25,0.0948,92,112,69.9,-0.039,0.452712434,0.210319365,0.265185287,0.071782914
2569,344,South Carolina St.,9,21,0.0929,91.8,111.9,66.4,0.042,0.480583179,0.187853298,0.258972693,0.072590831
2400,345,Mississippi Valley St.,9,23,0.0928,93.9,114.5,72.7,0.011,0.457888004,0.200437665,0.255832884,0.085841447
2643,346,The Citadel,7,26,0.0924,97.4,118.9,65,-0.046,0.439288345,0.214403082,0.251119044,0.095189529
2344,347,Longwood,8,24,0.0905,96.3,117.7,68.3,-0.043,0.441279259,0.19373181,0.284080055,0.080908876
2000,348,Abilene Christian,11,20,0.0813,94.7,117,64.9,-0.045,0.418722224,0.234674442,0.233263574,0.113339761
2755,349,Grambling St.,5,24,0.0743,97.6,121.5,68.1,-0.017,0.460522196,0.215390395,0.234424895,0.089662513
2506,350,Presbyterian,6,26,0.0697,95.1,119.2,65.6,-0.018,0.469302932,0.168132346,0.273332472,0.08923225
253,351,Southern Utah,2,27,0.06,89,113,65.7,-0.049,0.481255907,0.208442718,0.241520529,0.068780846
